City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Limon,CR,10.0,-83.0333,87.06,74,0,13.8,clear sky
701,Ocean City,US,39.2776,-74.5746,59.99,93,100,17.0,overcast clouds
702,Nueva Loja,EC,0.0847,-76.8828,89.62,51,40,4.61,scattered clouds
703,Itaparica,BR,-12.8883,-38.6786,82.33,70,8,12.55,clear sky
704,Celestun,MX,20.8667,-90.4,81.25,63,31,12.01,scattered clouds
705,Kuusamo,FI,65.9667,29.1833,37.44,100,75,2.3,broken clouds
706,Ensley,US,30.5188,-87.2728,82.81,54,0,6.91,clear sky
707,Diapaga,BF,12.0708,1.7889,81.66,70,77,5.55,broken clouds
708,Caceres,ES,39.522,-6.3748,75.83,26,0,3.76,clear sky
709,Grand Gaube,MU,-20.0064,57.6608,72.37,70,40,4.0,scattered clouds
710,Anapskaya,RU,44.89,37.38,53.83,94,20,2.24,few clouds
711,De Aar,ZA,-30.6497,24.0123,65.14,13,15,3.74,few clouds
712,San Andres,CO,12.5847,-81.7006,87.82,70,75,2.3,broken clouds
713,Cravo Norte,CO,6.3017,-70.2041,89.67,54,61,0.89,moderate rain
714,Labuhan,ID,-6.8844,112.2051,76.57,84,84,8.23,moderate rain
715,Walvis Bay,NA,-22.9575,14.5053,58.15,77,0,3.44,clear sky
716,Oum Hadjer,TD,13.2954,19.6966,85.77,49,15,6.26,few clouds
717,Ust-Ishim,RU,57.6935,71.1665,45.54,95,99,3.36,overcast clouds
718,Itarema,BR,-2.9248,-39.9167,80.33,70,80,17.31,broken clouds
719,Nurota,UZ,40.5614,65.6886,55.69,17,0,8.01,clear sky
720,Sokol,RU,59.4617,40.1206,50.65,89,100,10.47,overcast clouds
721,Lubyany,RU,56.0378,51.4,48.18,44,100,9.24,overcast clouds
722,Esmeraldas,BR,-19.7625,-44.3139,83.44,81,82,14.81,light rain
723,Marapanim,BR,-0.7175,-47.6997,82.99,67,55,7.72,broken clouds
